statename,districtname,blockname,season,sector,category,crop,querytype,querytext,createdon,year,month,clean_query
KARNATAKA,MYSURU,PAUNI,,AGRICULTURE,Other,Others,Market,Farmer asked about crop insurance for Turmeric?,2025-01-18T02:30:00,2025,1,farmer asked about crop insurance for turmeric
UTTAR PRADESH,MEERUT,SAKOLI,,AGRICULTURE,Other,Others,Seeds,Farmer asked about storage method for Rice?,2025-01-06T13:06:00,2025,1,farmer asked about storage method for rice
KARNATAKA,BELAGAVI,PAUNI,,AGRICULTURE,Weather,Others,Seeds,Farmer asked about weather impact on Rice?,2025-03-08T12:00:00,2025,3,farmer asked about weather impact on rice
KARNATAKA,BELAGAVI,PAUNI,,AGRICULTURE,Pest,Others,Plant Protection,Farmer asked about pest control in Soybean?,2025-01-09T04:48:00,2025,1,farmer asked about pest control in soybean
MADHYA PRADESH,INDORE,SAKOLI,,AGRICULTURE,Other,Others,Seeds,Farmer asked about irrigation schedule for Onion?,2025-03-21T04:33:00,2025,3,farmer asked about irrigation schedule for onion
KARNATAKA,BELAGAVI,RALEGAON,,HORTICULTURE,Market,Others,Market,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-01-11T11:37:00,2025,1,farmer asked about market rate of bengal gram
MADHYA PRADESH,UJJAIN,UMARKHED,,HORTICULTURE,Other,Others,Weather,Farmer asked about irrigation schedule for Cotton?,2025-01-12T09:46:00,2025,1,farmer asked about irrigation schedule for cotton
MAHARASHTRA,LATUR,PAUNI,,AGRICULTURE,Nutrient,Others,Government Schemes,Farmer asked about fertilizer dose for Pigeon pea?,2025-02-06T20:13:00,2025,2,farmer asked about fertilizer dose for pigeon pea
KARNATAKA,BELAGAVI,PUSAD,,AGRICULTURE,Pest,Others,Plant Protection,Farmer asked about disease management in Wheat?,2025-03-02T03:53:00,2025,3,farmer asked about disease management in wheat
KARNATAKA,BELAGAVI,UMARKHED,,HORTICULTURE,Market,Others,Weather,Farmer asked about market rate of Chilli?,2025-01-07T16:53:00,2025,1,farmer asked about market rate of chilli
TELANGANA,WARANGAL,PUSAD,,AGRICULTURE,Weather,Others,Market,Farmer asked about weather impact on Soybean?,2025-02-02T19:06:00,2025,2,farmer asked about weather impact on soybean
MAHARASHTRA,LATUR,UMARKHED,,HORTICULTURE,Nutrient,Others,Nutrient Management,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-02-26T18:08:00,2025,2,farmer asked about use of nutrient application through spray for increasing size and quality of onion 
UTTAR PRADESH,LUCKNOW,MOHADI,,HORTICULTURE,Weather,Others,Weather,Farmer asked about weather impact on Chilli?,2025-02-12T00:09:00,2025,2,farmer asked about weather impact on chilli
MADHYA PRADESH,INDORE,SAKOLI,,HORTICULTURE,Other,Others,Weather,Farmer asked about irrigation schedule for Bengal gram?,2025-02-13T17:12:00,2025,2,farmer asked about irrigation schedule for bengal gram
UTTAR PRADESH,MEERUT,MOHADI,,AGRICULTURE,Other,Others,Seeds,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-03-21T09:27:00,2025,3,farmer asked about harvestin time of groundnut
UTTAR PRADESH,MEERUT,UMARKHED,,AGRICULTURE,Market,Others,Nutrient Management,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-01-22T00:04:00,2025,1,farmer asked about market rate of turmeric crop
MADHYA PRADESH,BHOPAL,PAUNI,,AGRICULTURE,Scheme,Others,Plant Protection,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-02-04T04:25:00,2025,2,farmer asked about drip irrigation schemes 
UTTAR PRADESH,KANPUR,RALEGAON,,AGRICULTURE,Other,Others,Weather,Farmer asked about weed management in Onion?,2025-02-13T19:28:00,2025,2,farmer asked about weed management in onion
KARNATAKA,BELAGAVI,PAUNI,,AGRICULTURE,Nutrient,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-03-16T05:59:00,2025,3,farmer asked about fertilizer doses for citrus crop 
KARNATAKA,HUBBALLI,MOHADI,,HORTICULTURE,Other,Others,Weather,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-02-21T13:55:00,2025,2,farmer asked about control blight attack in green gram 
KARNATAKA,BELAGAVI,PUSAD,,HORTICULTURE,Market,Others,Market,Farmer asked about market rate of Sugarcane?,2025-02-20T18:23:00,2025,2,farmer asked about market rate of sugarcane
MAHARASHTRA,YAVATMAL,MOHADI,,AGRICULTURE,Nutrient,Others,Seeds,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-01-31T14:34:00,2025,1,farmer asked about use of nutrient application through spray for increasing size and quality of onion 
UTTAR PRADESH,MEERUT,MOHADI,,HORTICULTURE,Market,Others,Government Schemes,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-03-01T06:44:00,2025,3,farmer asked about market rate of tur in latur market
MAHARASHTRA,WARDHA,PAUNI,,AGRICULTURE,Other,Others,Seeds,Farmer asked about crop insurance for Pigeon pea?,2025-02-21T00:03:00,2025,2,farmer asked about crop insurance for pigeon pea
TELANGANA,KARIMNAGAR,MOHADI,,AGRICULTURE,Other,Others,Market,Farmer asked about weed management in Sesame?,2025-03-04T23:56:00,2025,3,farmer asked about weed management in sesame
MADHYA PRADESH,UJJAIN,RALEGAON,,AGRICULTURE,Nutrient,Others,Market,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-03-05T21:34:00,2025,3,farmer asked about fertilizer doses for citrus crop 
KARNATAKA,BELAGAVI,RALEGAON,,HORTICULTURE,Market,Others,Market,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-02-17T05:38:00,2025,2,farmer asked about market rate of tur in latur market
MAHARASHTRA,YAVATMAL,UMARKHED,,AGRICULTURE,Nutrient,Others,Plant Protection,Farmer asked about nutrient spray for flowering in Rice?,2025-02-16T20:25:00,2025,2,farmer asked about nutrient spray for flowering in rice
MADHYA PRADESH,INDORE,UMARKHED,,AGRICULTURE,Other,Others,Weather,Farmer asked about irrigation schedule for Turmeric?,2025-02-24T18:31:00,2025,2,farmer asked about irrigation schedule for turmeric
TELANGANA,WARANGAL,MOHADI,,AGRICULTURE,Nutrient,Others,Nutrient Management,Farmer asked about nutrient spray for flowering in Maize?,2025-03-16T16:41:00,2025,3,farmer asked about nutrient spray for flowering in maize
UTTAR PRADESH,LUCKNOW,PUSAD,,AGRICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-02-16T10:59:00,2025,2,farmer asked about status of pradhanmantri kisan sanman nidhi yojana 
MADHYA PRADESH,UJJAIN,UMARKHED,,HORTICULTURE,Other,Others,Market,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-01-03T11:51:00,2025,1,farmer asked about control of blight attack on paddy crop 
UTTAR PRADESH,KANPUR,PUSAD,,HORTICULTURE,Scheme,Others,Market,Farmer asked about government subsidy for Cotton?,2025-03-21T08:27:00,2025,3,farmer asked about government subsidy for cotton
UTTAR PRADESH,LUCKNOW,PUSAD,,HORTICULTURE,Market,Others,Plant Protection,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-02-18T21:39:00,2025,2,farmer asked about market rate of turmeric crop
TELANGANA,WARANGAL,MOHADI,,HORTICULTURE,Scheme,Others,Plant Protection,Farmer asked about government subsidy for Cotton?,2025-01-19T19:23:00,2025,1,farmer asked about government subsidy for cotton
UTTAR PRADESH,LUCKNOW,PAUNI,,HORTICULTURE,Market,Others,Weather,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-01-01T20:08:00,2025,1,farmer asked about market information of soybean crop from wardha market 
KARNATAKA,MYSURU,MOHADI,,HORTICULTURE,Nutrient,Others,Market,Farmer asked about nutrient spray for flowering in Sesame?,2025-02-18T03:49:00,2025,2,farmer asked about nutrient spray for flowering in sesame
KARNATAKA,MYSURU,UMARKHED,,HORTICULTURE,Other,Others,Government Schemes,Farmer asked about sowing time of Pigeon pea?,2025-01-03T14:40:00,2025,1,farmer asked about sowing time of pigeon pea
MADHYA PRADESH,BHOPAL,UMARKHED,,HORTICULTURE,Nutrient,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-02-04T17:39:00,2025,2,farmer asked about fertilizer dose for soybean crop
TELANGANA,WARANGAL,RALEGAON,,AGRICULTURE,Weather,Others,Government Schemes,Farmer asked about weather impact on Sesame?,2025-03-17T18:26:00,2025,3,farmer asked about weather impact on sesame
MAHARASHTRA,NAGPUR,PAUNI,,HORTICULTURE,Other,Others,Nutrient Management,Farmer asked about weed management in Chilli?,2025-02-15T19:27:00,2025,2,farmer asked about weed management in chilli
UTTAR PRADESH,LUCKNOW,RALEGAON,,AGRICULTURE,Other,Others,Market,FARMER ASKED ABOUT FARMER ID CARD PROBLEM?,2025-02-28T05:07:00,2025,2,farmer asked about farmer id card problem
MAHARASHTRA,LATUR,UMARKHED,,AGRICULTURE,Other,Others,Seeds,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-01-04T09:54:00,2025,1,farmer asked about status of pradhanmantri kisan sanman nidhi yojana 
KARNATAKA,BELAGAVI,UMARKHED,,HORTICULTURE,Market,Others,Government Schemes,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-03-16T07:51:00,2025,3,farmer asked about market rate of green gram in pusad market 
TELANGANA,KARIMNAGAR,PAUNI,,HORTICULTURE,Other,Others,Weather,Farmer asked about suitable variety for Wheat?,2025-01-03T23:28:00,2025,1,farmer asked about suitable variety for wheat
KARNATAKA,BELAGAVI,SAKOLI,,AGRICULTURE,Nutrient,Others,Seeds,Farmer asked about nutrient spray for flowering in Rice?,2025-02-22T06:06:00,2025,2,farmer asked about nutrient spray for flowering in rice
UTTAR PRADESH,LUCKNOW,PUSAD,,AGRICULTURE,Nutrient,Others,Seeds,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-03-23T12:04:00,2025,3,farmer asked about fertilizer dose for soybean crop
MAHARASHTRA,AKOLA,UMARKHED,,HORTICULTURE,Other,Others,Government Schemes,Farmer asked about weed management in Sesame?,2025-01-01T07:32:00,2025,1,farmer asked about weed management in sesame
KARNATAKA,HUBBALLI,RALEGAON,,HORTICULTURE,Weather,Others,Seeds,Farmer asked query on Weather,2025-03-12T17:43:00,2025,3,farmer asked query on weather
TELANGANA,WARANGAL,PAUNI,,AGRICULTURE,Other,Others,Plant Protection,Farmer asked about sowing time of Bengal gram?,2025-01-21T16:41:00,2025,1,farmer asked about sowing time of bengal gram
MADHYA PRADESH,BHOPAL,UMARKHED,,AGRICULTURE,Other,Others,Seeds,Farmer asked about suitable variety for Cotton?,2025-03-13T05:37:00,2025,3,farmer asked about suitable variety for cotton
UTTAR PRADESH,LUCKNOW,RALEGAON,,HORTICULTURE,Pest,Others,Seeds,Farmer asked about pest control in Groundnut?,2025-01-25T05:31:00,2025,1,farmer asked about pest control in groundnut
KARNATAKA,MYSURU,PUSAD,,AGRICULTURE,Other,Others,Market,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-03-13T23:35:00,2025,3,farmer asked about kisan credit card
MADHYA PRADESH,BHOPAL,UMARKHED,,HORTICULTURE,Pest,Others,Market,Farmer asked about pest control in Pigeon pea?,2025-01-26T09:15:00,2025,1,farmer asked about pest control in pigeon pea
KARNATAKA,BELAGAVI,PUSAD,,AGRICULTURE,Other,Others,Seeds,Farmer asked about storage method for Groundnut?,2025-01-28T16:50:00,2025,1,farmer asked about storage method for groundnut
MADHYA PRADESH,INDORE,UMARKHED,,AGRICULTURE,Other,Others,Seeds,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-02-11T12:19:00,2025,2,farmer asked about agristack helpline number 
KARNATAKA,BELAGAVI,PAUNI,,HORTICULTURE,Other,Others,Weather,Farmer asked about crop insurance for Sesame?,2025-03-13T08:56:00,2025,3,farmer asked about crop insurance for sesame
MAHARASHTRA,WARDHA,SAKOLI,,AGRICULTURE,Other,Others,Market,Farmer asked about post harvest management in turmeric seed storage ?,2025-03-19T08:51:00,2025,3,farmer asked about post harvest management in turmeric seed storage 
MADHYA PRADESH,INDORE,RALEGAON,,HORTICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-03-17T01:44:00,2025,3,farmer asked about control of blight attack on paddy crop 
KARNATAKA,HUBBALLI,MOHADI,,AGRICULTURE,Other,Others,Nutrient Management,Farmer asked about crop insurance for Turmeric?,2025-02-27T04:21:00,2025,2,farmer asked about crop insurance for turmeric
TELANGANA,KARIMNAGAR,PUSAD,,HORTICULTURE,Nutrient,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-03-20T03:24:00,2025,3,farmer asked about fertilizer dose for soybean crop
MAHARASHTRA,LATUR,PUSAD,,AGRICULTURE,Market,Others,Market,Farmer asked about market rate of Maize?,2025-02-24T16:40:00,2025,2,farmer asked about market rate of maize
MADHYA PRADESH,INDORE,PAUNI,,HORTICULTURE,Other,Others,Weather,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-03-21T03:48:00,2025,3,farmer asked about agristack helpline number 
KARNATAKA,BELAGAVI,MOHADI,,AGRICULTURE,Market,Others,Nutrient Management,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-03-10T22:02:00,2025,3,farmer asked about market information of soybean crop from wardha market 
MADHYA PRADESH,UJJAIN,SAKOLI,,AGRICULTURE,Scheme,Others,Nutrient Management,Farmer asked about government subsidy for Green gram?,2025-01-30T06:32:00,2025,1,farmer asked about government subsidy for green gram
KARNATAKA,HUBBALLI,SAKOLI,,HORTICULTURE,Pest,Others,Nutrient Management,Farmer asked about disease management in Maize?,2025-01-03T21:22:00,2025,1,farmer asked about disease management in maize
TELANGANA,KARIMNAGAR,RALEGAON,,HORTICULTURE,Nutrient,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-02-25T08:56:00,2025,2,farmer asked about fertilizer doses for citrus crop 
KARNATAKA,BELAGAVI,PAUNI,,HORTICULTURE,Pest,Others,Weather,Farmer asked about disease management in Rice?,2025-02-21T22:36:00,2025,2,farmer asked about disease management in rice
KARNATAKA,HUBBALLI,MOHADI,,AGRICULTURE,Other,Others,Seeds,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-02-04T08:58:00,2025,2,farmer asked about agristack helpline number 
MADHYA PRADESH,UJJAIN,SAKOLI,,HORTICULTURE,Other,Others,Weather,FARMER ASKED ABOUT FARMER ID CARD PROBLEM?,2025-01-08T03:49:00,2025,1,farmer asked about farmer id card problem
MADHYA PRADESH,BHOPAL,UMARKHED,,HORTICULTURE,Market,Others,Weather,Farmer asked about market rate of Groundnut?,2025-02-06T17:17:00,2025,2,farmer asked about market rate of groundnut
MAHARASHTRA,NAGPUR,PAUNI,,HORTICULTURE,Market,Others,Market,Farmer asked about market rate of Rice?,2025-02-25T20:17:00,2025,2,farmer asked about market rate of rice
KARNATAKA,MYSURU,SAKOLI,,HORTICULTURE,Market,Others,Seeds,Farmer asked about market rate of Green gram?,2025-01-26T16:38:00,2025,1,farmer asked about market rate of green gram
MAHARASHTRA,YAVATMAL,UMARKHED,,AGRICULTURE,Pest,Others,Government Schemes,Farmer asked about disease management in Chilli?,2025-01-09T23:41:00,2025,1,farmer asked about disease management in chilli
KARNATAKA,BELAGAVI,PAUNI,,AGRICULTURE,Other,Others,Weather,Farmer asked about post harvest management in turmeric seed storage ?,2025-01-15T05:13:00,2025,1,farmer asked about post harvest management in turmeric seed storage 
UTTAR PRADESH,LUCKNOW,SAKOLI,,HORTICULTURE,Scheme,Others,Plant Protection,Farmer asked about government subsidy for Turmeric?,2025-02-24T02:01:00,2025,2,farmer asked about government subsidy for turmeric
MADHYA PRADESH,UJJAIN,SAKOLI,,AGRICULTURE,Market,Others,Market,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-01-21T23:44:00,2025,1,farmer asked about market rate of green gram in pusad market 
MADHYA PRADESH,INDORE,SAKOLI,,AGRICULTURE,Market,Others,Nutrient Management,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-03-12T18:19:00,2025,3,farmer asked about market rate of turmeric crop
TELANGANA,WARANGAL,UMARKHED,,AGRICULTURE,Nutrient,Others,Seeds,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-01-23T05:33:00,2025,1,farmer asked about fertilizer doses for citrus crop 
MAHARASHTRA,AKOLA,MOHADI,,HORTICULTURE,Nutrient,Others,Plant Protection,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-03-24T20:58:00,2025,3,farmer asked about use of nutrient application through spray for increasing size and quality of onion 
KARNATAKA,MYSURU,UMARKHED,,HORTICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-01-29T06:19:00,2025,1,farmer asked about control blight attack in green gram 
TELANGANA,KARIMNAGAR,RALEGAON,,HORTICULTURE,Nutrient,Others,Plant Protection,Farmer asked about nutrient spray for flowering in Rice?,2025-02-28T22:25:00,2025,2,farmer asked about nutrient spray for flowering in rice
TELANGANA,KARIMNAGAR,PUSAD,,AGRICULTURE,Market,Others,Government Schemes,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-01-03T05:21:00,2025,1,farmer asked about market information of soybean crop from wardha market 
UTTAR PRADESH,MEERUT,PAUNI,,AGRICULTURE,Pest,Others,Seeds,Farmer asked about pest control in Soybean?,2025-03-12T02:38:00,2025,3,farmer asked about pest control in soybean
UTTAR PRADESH,KANPUR,PUSAD,,HORTICULTURE,Other,Others,Nutrient Management,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-03-01T11:20:00,2025,3,farmer asked about status of pradhanmantri kisan sanman nidhi yojana 
TELANGANA,WARANGAL,PUSAD,,AGRICULTURE,Other,Others,Plant Protection,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-01-23T12:52:00,2025,1,famer asked about how to store turmeric rhizomes
TELANGANA,KARIMNAGAR,UMARKHED,,HORTICULTURE,Other,Others,Weather,Farmer asked about weed management in Onion?,2025-03-22T05:14:00,2025,3,farmer asked about weed management in onion
MAHARASHTRA,LATUR,PUSAD,,HORTICULTURE,Nutrient,Others,Market,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-02-25T15:33:00,2025,2,farmer asked about fertilizer doses for citrus crop 
MAHARASHTRA,NAGPUR,RALEGAON,,HORTICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT PRADHANMANTRI FASAL BIMA YOJANA HELPLINE NUMBER?,2025-01-26T08:18:00,2025,1,farmer asked about pradhanmantri fasal bima yojana helpline number
MAHARASHTRA,YAVATMAL,PAUNI,,AGRICULTURE,Nutrient,Others,Weather,Farmer asked about nutrient spray for flowering in Pigeon pea?,2025-01-07T18:08:00,2025,1,farmer asked about nutrient spray for flowering in pigeon pea
MAHARASHTRA,LATUR,PUSAD,,HORTICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT WHICH VARIETIES ARE SUTAIBLE FOR PIGEON PEA CROP PRODUCTION ?,2025-02-23T20:45:00,2025,2,farmer asked about which varieties are sutaible for pigeon pea crop production 
KARNATAKA,HUBBALLI,UMARKHED,,HORTICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-02-11T06:15:00,2025,2,farmer asked about control blight attack in green gram 
MADHYA PRADESH,BHOPAL,SAKOLI,,AGRICULTURE,Pest,Others,Nutrient Management,Farmer asked about disease management in Sesame?,2025-02-21T19:55:00,2025,2,farmer asked about disease management in sesame
KARNATAKA,HUBBALLI,UMARKHED,,AGRICULTURE,Nutrient,Others,Market,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-02-09T11:50:00,2025,2,farmer asked about use of nutrient application through spray for increasing size and quality of onion 
TELANGANA,KARIMNAGAR,SAKOLI,,HORTICULTURE,Nutrient,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-01-05T01:11:00,2025,1,farmer asked about fertilizer doses for citrus crop 
TELANGANA,KARIMNAGAR,SAKOLI,,HORTICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT SOWING TIME TURMERIC CROP?,2025-03-14T11:35:00,2025,3,farmer asked about sowing time turmeric crop
KARNATAKA,HUBBALLI,PUSAD,,AGRICULTURE,Pest,Others,Seeds,Farmer asked about disease management in Maize?,2025-03-01T12:17:00,2025,3,farmer asked about disease management in maize
UTTAR PRADESH,KANPUR,PUSAD,,AGRICULTURE,Pest,Others,Seeds,Farmer asked about disease management in Orange?,2025-01-15T17:41:00,2025,1,farmer asked about disease management in orange
